"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",922,0.0253210412147505,0.011294641038056,0.027,0.016
"Non-Fire Observations","O3",6422,0.0248041212732794,0.00871678846057838,0.024833333,0.011166666
