"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",297,0.0277710437710438,0.011411295816763,0.029,0.014
"Non-Fire Observations","O3",9861,0.0244629507567042,0.00876108233741025,0.0242608695652174,0.0112916666666667
