"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",11,0.887909090909091,1.06349512970633,0.542,1.408
"Non-Fire Observations","SO2",1878,0.801860962062734,0.812443444037682,0.53875,0.946504446640313
