"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","NO2",79,1.76562025316456,2.25327454769206,0.957,1.518
"Non-Fire Observations","NO2",31466,2.86071877063415,3.44945680231964,1.7,2.925
