"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","SO2",1487,0.906989912575656,1.78397697909584,0.4,0.625
"Non-Fire Observations","SO2",9589,1.70164437323201,2.26283188393664,1,1.92753623188406
