"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","CO",220,0.33935,0.200612487376345,0.285,0.20225
"Non-Fire Observations","CO",142451,0.368228373893123,0.264658101986513,0.3083333,0.260869591304348
