"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (DOI)","O3",168,0.0413630952380952,0.0115522378241346,0.043,0.01525
"Non-Fire Observations","O3",33188,0.0381071457063345,0.0125208435512837,0.0397083333333333,0.0140416666666667
