"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","O3",135,0.0411185185185185,0.0101548105296609,0.041,0.013
"Non-Fire Observations","O3",23492,0.0386724421782735,0.0127785675281964,0.04025,0.014125003
