"Type","Var","count","mean","sd","median","IQR"
"Fire Observations (USFS)","CO",135,0.426637037037037,0.246543435893556,0.379,0.2385
"Non-Fire Observations","CO",6726,0.485478982644151,0.325987585023455,0.4,0.375433114035087
